episode,steps,ep_reward,avg_speed,energy,wiggle,safety,success
1539,1,-91.836,7.931,78.738,0.000,0.400,0
1540,2,-91.993,16.795,40.145,0.000,0.000,0
1541,8,98.602,14.940,52.728,0.000,0.000,1
1542,4,-88.043,0.000,0.000,0.173,0.000,0
1543,3,-90.660,0.000,0.000,0.431,0.551,0
1544,5,-85.361,52.568,0.000,0.000,0.155,0
1545,3,-91.818,0.000,0.000,0.687,0.000,0
1546,2,-91.832,18.157,132.061,0.000,0.000,0
1547,1,-91.513,5.790,36.816,0.000,0.000,0
1548,5,-83.566,0.000,0.000,1.000,0.989,0
1549,2,-92.205,16.275,38.728,0.000,0.905,0
1550,2,-92.566,16.523,59.125,0.000,0.000,0
1551,2,-90.680,20.013,172.784,0.000,0.000,0
1552,3,-89.185,31.378,0.000,0.000,0.000,0
1553,3,-95.759,28.233,0.000,0.000,0.000,0
1554,2,-90.893,16.636,59.586,0.000,0.000,0
1555,2,-94.233,16.011,19.001,0.000,0.000,0
1556,2,-92.109,19.440,191.044,0.000,0.867,0
1557,3,-88.619,33.318,0.000,0.000,0.000,0
1558,2,-93.552,16.265,38.700,0.000,0.557,0
1559,2,-91.356,0.000,0.000,0.387,0.000,0
1560,3,-90.158,28.341,0.000,0.000,0.845,0
1561,5,-83.355,0.000,0.000,0.642,0.121,0
1562,2,-93.117,19.687,169.477,0.000,0.786,0
1563,1,-90.000,0.000,0.000,0.750,0.843,0
1564,3,-89.039,32.400,0.000,0.000,0.000,0
1565,4,-85.630,45.364,0.000,0.000,0.000,0
1566,3,-91.826,29.551,0.000,0.000,0.000,0
1567,3,-90.367,29.809,0.000,0.000,0.000,0
1568,4,-99.217,0.000,0.000,0.244,0.000,0
1569,1,-91.294,6.480,48.788,0.000,0.000,0
1570,4,-87.795,42.775,0.000,0.000,0.797,0
1571,1,-91.953,3.964,11.894,0.000,0.000,0
1572,2,-92.020,21.065,202.689,0.000,0.000,0
1573,2,-91.864,15.756,37.323,0.000,0.000,0
1574,2,-91.610,17.709,85.413,0.000,0.986,0
1575,5,-91.078,16.808,120.820,0.000,0.000,0
1576,2,-91.096,17.866,107.927,0.000,0.000,0
1577,3,-89.560,30.907,0.000,0.000,0.000,0
1578,2,-92.749,17.305,83.170,0.000,0.000,0
1579,2,-90.761,19.940,196.827,0.000,0.000,0
1580,1,0.000,0.000,0.000,0.000,0.000,0
1581,3,-88.195,31.669,0.000,0.000,0.000,0
1582,4,-84.888,44.741,0.000,0.000,0.000,0
1583,1,0.000,0.000,0.000,0.000,0.000,0
1584,4,-87.871,40.573,0.000,0.000,0.000,0
1585,3,-91.013,0.000,0.000,0.693,0.308,0
1586,3,-95.156,28.110,0.000,0.000,0.000,0
1587,2,-92.586,17.079,123.062,0.000,0.543,0
1588,3,-90.062,30.132,0.000,0.000,0.000,0
1589,3,-96.658,31.576,0.000,0.000,0.366,0
1590,1,-93.075,5.008,20.784,0.000,0.000,0
1591,2,-90.840,16.544,39.460,0.000,0.000,0
1592,1,0.000,0.000,0.000,0.000,0.000,0
1593,11,-95.264,0.000,0.000,0.646,0.000,0
1594,5,98.243,52.322,0.000,0.000,0.000,1
1595,3,-94.768,29.334,0.000,0.000,0.000,0
1596,3,-90.134,29.314,0.000,0.000,0.877,0
1597,1,0.000,0.000,0.000,0.000,0.000,0
1598,2,-92.933,17.866,86.287,0.000,0.000,0
1599,4,-87.302,0.000,0.000,0.373,0.000,0
1600,2,-96.637,15.774,37.372,0.000,0.000,0
1601,1,0.000,0.000,0.000,0.000,0.000,0
1602,1,0.000,0.000,0.000,0.000,0.000,0
1603,4,-87.298,42.878,0.000,0.000,0.000,0
1604,2,-91.537,16.391,39.041,0.000,0.000,0
1605,3,-89.080,30.792,0.000,0.000,0.000,0
1606,1,-92.900,5.339,22.350,0.000,0.000,0
1607,1,-91.856,7.194,54.799,0.000,0.000,0
1608,4,-85.860,42.774,0.000,0.000,0.616,0
1609,4,-90.471,0.000,0.000,0.227,1.000,0
1610,1,-91.245,3.177,3.042,0.000,0.000,0
1611,3,-89.393,31.363,0.000,0.000,0.000,0
1612,3,-89.661,31.213,0.000,0.000,0.000,0
1613,1,0.000,0.000,0.000,0.000,0.000,0
1614,1,0.000,0.000,0.000,0.000,0.000,0
1615,7,92.654,39.218,0.000,0.000,0.000,1
1616,1,-91.195,7.785,77.139,0.000,0.000,0
1617,3,-89.107,32.930,0.000,0.000,0.000,0
1618,2,-92.157,17.424,62.837,0.000,0.000,0
1619,1,0.000,0.000,0.000,0.000,0.000,0
1620,2,-92.805,17.989,86.970,0.000,0.926,0
1621,4,-86.213,43.455,0.000,0.000,0.000,0
1622,4,-86.330,45.278,0.000,0.000,0.000,0
1623,2,-91.900,16.865,80.744,0.000,0.000,0
1624,2,-90.104,19.944,196.873,0.000,0.000,0
1625,4,-85.546,43.010,0.000,0.000,0.000,0
1626,1,-90.418,7.500,57.395,0.000,0.678,0
1627,2,-92.521,17.070,81.875,0.000,0.000,0
1628,2,-91.846,15.635,36.997,0.000,0.841,0
1629,1,-90.030,3.644,7.175,0.000,0.000,0
1630,5,96.988,52.391,0.000,0.000,0.000,1
1631,1,-91.905,4.886,15.142,0.000,0.000,0
1632,1,-93.273,3.696,14.621,0.000,0.000,0
1633,2,-91.419,0.000,0.000,0.277,0.166,0
1634,2,-91.434,18.803,137.535,0.000,0.000,0
1635,1,-92.347,5.387,28.249,0.000,0.108,0
1636,2,-92.076,0.000,0.000,0.645,0.475,0
1637,4,-86.658,41.368,0.000,0.000,0.691,0
1638,2,-90.890,16.033,38.071,0.000,0.000,0
1639,3,-90.338,29.620,0.000,0.000,0.528,0
1640,3,-89.564,28.642,0.000,0.000,0.068,0
1641,2,-93.513,18.152,154.166,0.000,0.000,0
1642,1,-92.190,4.078,16.406,0.000,0.000,0
1643,1,0.000,0.000,0.000,0.000,0.000,0
1644,1,0.000,0.000,0.000,0.000,0.000,0
1645,2,-91.122,0.000,0.000,0.199,0.000,0
1646,2,-92.143,19.516,191.918,0.000,0.001,0
1647,1,0.000,0.000,0.000,0.000,0.000,0
1648,1,0.000,0.000,0.000,0.000,0.000,0
1649,2,-92.760,18.273,133.041,0.000,0.000,0
1650,1,0.000,0.000,0.000,0.000,0.000,0
1651,4,-88.943,40.333,0.000,0.000,0.000,0
1652,2,-92.396,19.925,171.888,0.000,0.000,0
1653,3,-93.628,29.348,0.000,0.000,0.972,0
1654,3,-90.855,28.179,0.000,0.000,0.000,0
1655,2,-92.265,16.290,19.380,0.000,0.000,0
1656,3,-90.073,29.349,0.000,0.000,0.000,0
1657,4,-87.126,0.000,0.000,0.052,0.000,0
1658,1,-93.281,5.821,30.829,0.000,0.482,0
1659,2,-90.707,19.159,140.581,0.000,0.000,0
1660,3,-90.924,28.171,0.000,0.000,0.000,0
1661,2,-92.280,16.137,38.353,0.000,0.381,0
1662,3,-90.829,30.676,0.000,0.000,0.884,0
1663,4,-87.836,0.000,0.000,0.004,0.346,0
1664,4,-87.188,41.492,0.000,0.000,0.000,0
1665,1,0.000,0.000,0.000,0.000,0.000,0
1666,1,0.000,0.000,0.000,0.000,0.000,0
1667,4,-89.332,40.178,0.000,0.000,0.000,0
1668,2,-91.936,18.570,135.555,0.000,0.000,0
1669,2,-93.113,18.267,132.987,0.000,0.145,0
1670,3,-91.502,30.613,0.000,0.000,0.572,0
1671,3,-93.016,28.694,0.000,0.000,0.000,0
1672,3,-90.235,31.589,0.000,0.000,0.000,0
1673,2,-91.588,15.569,18.406,0.000,0.000,0
1674,1,-91.290,7.865,69.234,0.000,0.000,0
1675,2,-91.474,18.882,138.211,0.000,0.000,0
1676,2,-96.601,16.301,38.797,0.000,0.000,0
1677,3,-90.409,30.584,0.000,0.000,0.851,0
1678,3,-91.025,31.257,0.000,0.000,0.000,0
1679,14,-93.831,0.000,0.000,0.196,0.826,0
1680,2,-91.631,18.777,160.346,0.000,0.000,0
1681,3,-89.831,32.717,0.000,0.000,0.000,0
1682,2,-92.720,16.962,81.279,0.000,0.000,0
1683,3,-96.177,30.958,0.000,0.000,0.852,0
1684,1,0.000,0.000,0.000,0.000,0.000,0
1685,2,-91.219,0.000,0.000,0.371,0.000,0
1686,1,0.000,0.000,0.000,0.000,0.000,0
1687,1,-90.000,0.000,0.000,0.069,0.000,0
1688,3,-93.027,31.107,0.000,0.000,0.000,0
1689,1,-91.467,6.548,42.250,0.000,0.000,0
1690,1,0.000,0.000,0.000,0.000,0.000,0
1691,3,-87.945,32.814,0.000,0.000,0.741,0
1692,1,-91.269,6.471,48.712,0.000,0.000,0
1693,4,-88.704,0.000,0.000,0.041,0.000,0
1694,3,-91.949,27.623,0.000,0.000,0.000,0
1695,3,-91.202,29.139,0.000,0.000,0.840,0
1696,3,-90.243,28.564,0.000,0.000,0.000,0
1697,6,-86.084,31.125,0.000,0.000,0.237,0
1698,2,-92.350,15.691,37.147,0.000,0.400,0
1699,1,-90.900,7.820,68.793,0.000,0.000,0
1700,1,0.000,0.000,0.000,0.000,0.000,0
1701,3,-88.144,32.299,0.000,0.000,0.929,0
1702,2,-91.350,19.099,163.560,0.000,0.000,0
1703,1,-90.587,3.574,3.504,0.000,0.147,0
1704,4,-87.390,40.724,0.000,0.000,0.904,0
1705,1,-91.866,6.934,45.030,0.000,0.797,0
1706,1,-91.424,6.409,41.251,0.000,0.000,0
1707,11,-88.445,0.000,0.000,0.834,0.000,0
1708,1,-93.683,7.400,56.549,0.000,0.000,0
1709,4,-83.982,44.730,0.000,0.000,0.000,0
1710,4,-88.268,41.382,0.000,0.000,0.000,0
1711,2,-91.416,17.507,105.428,0.000,0.743,0
1712,1,-92.293,3.461,10.129,0.000,0.000,0
1713,1,-93.179,8.222,81.936,0.000,0.000,0
1714,3,-90.519,30.560,0.000,0.000,0.000,0
1715,2,-91.144,19.274,165.315,0.000,0.000,0
1716,1,-91.172,8.118,71.706,0.000,0.000,0
1717,3,-89.849,30.312,0.000,0.000,0.000,0
1718,1,0.000,0.000,0.000,0.000,0.000,0
1719,2,-92.514,16.270,58.091,0.000,0.000,0
1720,2,-91.170,16.822,40.221,0.000,0.000,0
1721,3,-90.786,29.704,0.000,0.000,0.000,0
1722,4,-85.651,41.587,0.000,0.000,0.000,0
1723,1,-91.069,3.115,2.969,0.000,0.000,0
1724,2,-91.253,16.906,60.699,0.000,0.000,0
1725,9,-92.023,18.675,205.326,0.000,0.834,0
1726,4,-87.284,39.951,0.000,0.000,0.000,0
1727,4,-86.474,44.483,0.000,0.000,0.673,0
1728,8,-94.584,16.185,96.355,0.000,0.000,0
1729,3,-88.173,32.914,0.000,0.000,0.000,0
1730,4,-88.638,0.000,0.000,0.131,0.838,0
1731,2,-91.178,18.209,110.329,0.000,0.000,0
1732,1,0.000,0.000,0.000,0.000,0.000,0
1733,1,-91.216,7.516,57.527,0.000,0.000,0
1734,4,-86.524,41.185,0.000,0.000,0.000,0
1735,2,-92.755,17.566,105.840,0.000,0.285,0
1736,2,-91.501,18.949,162.063,0.000,0.000,0
1737,2,-91.485,15.389,18.165,0.000,0.000,0
1738,2,-91.778,0.000,0.000,0.223,0.000,0
1739,4,-87.341,41.037,0.000,0.000,0.664,0
1740,5,97.814,52.256,0.000,0.000,0.000,1
1741,3,-89.969,30.211,0.000,0.000,0.000,0
1742,6,101.834,0.000,0.000,0.366,0.000,1
1743,1,-91.605,8.301,82.806,0.000,0.000,0
1744,1,0.000,0.000,0.000,0.000,0.000,0
1745,6,-97.489,14.940,52.728,0.000,0.000,0
1746,10,-91.826,18.675,205.326,0.000,0.000,0
1747,3,-88.041,32.205,0.000,0.000,0.366,0
1748,3,-99.446,30.212,0.000,0.000,0.000,0
1749,4,-84.676,44.730,0.000,0.000,0.000,0
1750,1,-92.617,5.509,23.153,0.000,0.000,0
1751,4,-86.969,0.000,0.000,0.364,0.669,0
1752,2,-90.733,20.025,172.902,0.000,0.813,0
1753,2,-91.818,16.878,40.374,0.000,0.000,0
1754,4,-87.933,39.959,0.000,0.000,0.520,0
1755,1,0.000,0.000,0.000,0.000,0.000,0
1756,3,-90.393,29.846,0.000,0.000,0.000,0
1757,4,-86.238,42.948,0.000,0.000,0.000,0
1758,4,-87.923,40.185,0.000,0.000,0.000,0
1759,3,-92.879,28.894,0.000,0.000,0.725,0
1760,2,-91.701,17.928,86.631,0.000,0.043,0
1761,2,-92.204,19.350,142.221,0.000,0.000,0
1762,4,-85.316,44.261,0.000,0.000,0.721,0
1763,2,-94.072,20.313,201.179,0.000,0.000,0
1764,1,-92.433,4.756,19.594,0.000,0.000,0
1765,1,-94.056,5.223,38.309,0.000,0.763,0
1766,3,-92.190,0.000,0.000,0.690,0.000,0
1767,2,-93.065,16.560,59.276,0.000,0.806,0
1768,2,-90.229,20.827,199.904,0.000,0.000,0
1769,1,0.000,0.000,0.000,0.000,0.000,0
1770,3,-89.631,31.441,0.000,0.000,0.000,0
1771,1,-91.301,5.995,38.283,0.000,0.000,0
1772,2,-91.164,19.368,142.378,0.000,0.000,0
1773,3,-97.067,31.812,0.000,0.000,0.380,0
1774,1,-91.661,6.567,49.521,0.000,0.096,0
1775,2,-92.473,17.248,62.110,0.000,0.000,0
1776,1,-92.554,5.675,23.939,0.000,0.000,0
1777,1,-90.481,6.374,41.000,0.000,0.039,0
1778,4,-87.826,41.082,0.000,0.000,0.664,0
1779,1,-91.362,7.449,65.200,0.000,0.000,0
1780,2,-92.308,20.452,195.543,0.000,0.000,0
1781,2,-92.449,17.741,107.057,0.000,0.000,0
1782,1,-91.568,8.077,80.349,0.000,0.000,0
1783,2,-90.508,19.150,140.502,0.000,0.000,0
1784,1,-92.087,7.594,66.604,0.000,0.000,0
1785,4,96.558,44.929,0.000,0.000,0.000,1
1786,1,-92.351,6.089,38.955,0.000,0.000,0
1787,6,95.931,50.380,0.000,0.000,0.000,1
1788,2,-91.933,15.837,37.542,0.000,0.000,0
1789,3,-91.004,0.000,0.000,0.291,0.000,0
1790,4,-86.921,41.162,0.000,0.000,0.985,0
1791,4,-86.946,42.418,0.000,0.000,0.000,0
1792,13,104.354,39.218,0.000,0.000,0.000,1
1793,3,-91.024,32.402,0.000,0.000,0.000,0
1794,3,-90.117,30.717,0.000,0.000,0.026,0
1795,3,-89.563,29.822,0.000,0.000,0.400,0
1796,1,-91.402,8.535,85.392,0.000,0.000,0
1797,1,-92.663,6.053,38.697,0.000,0.000,0
1798,5,97.681,52.488,0.000,0.000,0.000,1
1799,1,-91.358,7.768,68.293,0.000,0.000,0
1800,1,-93.239,6.302,47.300,0.000,0.000,0
1801,1,0.000,0.000,0.000,0.000,0.000,0
1802,2,-90.803,19.674,169.338,0.000,0.000,0
1803,2,-90.907,19.887,196.213,0.000,0.000,0
1804,1,0.000,0.000,0.000,0.000,0.000,0
1805,3,-91.590,0.000,0.000,0.601,0.000,0
1806,2,-91.748,18.707,113.844,0.000,0.000,0
1807,1,-91.569,4.443,9.045,0.000,0.000,0
1808,3,-92.453,0.000,0.000,0.000,1.000,0
1809,7,-89.194,18.053,175.259,0.000,0.000,0
1810,1,-92.074,6.846,44.396,0.000,0.000,0
1811,2,-91.727,0.000,0.000,0.297,0.000,0
1812,4,-87.804,0.000,0.000,0.175,0.907,0
1813,1,-93.260,7.590,75.009,0.000,0.000,0
1814,1,-91.765,7.234,55.142,0.000,0.000,0
1815,3,-91.805,29.193,0.000,0.000,0.913,0
1816,4,-86.496,42.204,0.000,0.000,0.000,0
1817,1,-92.207,4.232,12.834,0.000,0.000,0
1818,3,-87.822,33.126,0.000,0.000,0.795,0
1819,3,-90.328,0.000,0.000,0.451,0.000,0
1820,5,98.181,51.990,0.000,0.000,0.000,1
1821,2,-96.305,0.000,0.000,0.315,0.000,0
1822,6,-87.560,0.000,0.000,0.668,0.000,0
1823,2,-91.134,20.849,200.160,0.000,0.000,0
1824,1,0.000,0.000,0.000,0.000,0.000,0
1825,1,0.000,0.000,0.000,0.000,0.000,0
1826,1,-91.535,3.958,7.908,0.000,0.000,0
1827,2,-91.071,0.000,0.000,0.896,0.072,0
1828,3,-88.967,31.230,0.000,0.000,0.929,0
1829,3,-91.002,29.208,0.000,0.000,0.000,0
1830,2,-91.692,18.489,112.299,0.000,0.000,0
1831,2,-93.462,16.280,38.741,0.000,0.640,0
1832,2,-91.982,17.994,86.999,0.000,0.126,0
1833,3,-90.579,0.000,0.000,0.293,0.000,0
1834,12,95.739,30.503,0.000,0.000,0.000,1
1835,2,-94.720,18.886,161.432,0.000,0.745,0
1836,3,-88.740,32.291,0.000,0.000,0.000,0
1837,14,-90.996,0.000,0.000,0.238,0.791,0
1838,7,94.967,39.218,0.000,0.000,0.000,1
1839,2,-92.490,18.498,112.361,0.000,0.000,0
1840,2,-93.005,17.028,61.200,0.000,0.000,0
