episode,steps,ep_reward,avg_speed,energy,wiggle,safety,success
519,2,-91.582,17.517,105.494,0.000,0.000,0
520,5,98.244,52.797,0.000,0.000,0.000,1
521,3,-90.777,27.638,0.000,0.000,0.000,0
522,1,-93.106,5.597,29.493,0.000,0.000,0
523,1,-93.396,5.964,31.678,0.000,0.000,0
524,2,-91.355,18.263,132.957,0.000,0.000,0
525,2,-95.767,16.843,40.277,0.000,0.837,0
526,2,-90.983,19.460,191.270,0.000,0.609,0
527,2,-91.487,18.783,160.408,0.000,0.000,0
528,1,-90.284,4.313,8.740,0.000,0.292,0
529,2,-91.407,19.302,165.597,0.000,0.000,0
530,2,-93.284,20.644,197.776,0.000,0.000,0
531,1,-92.510,8.733,87.579,0.000,0.000,0
532,2,-93.487,16.545,59.214,0.000,0.587,0
533,5,99.007,52.896,0.000,0.000,0.000,1
534,5,96.714,52.333,0.000,0.000,0.000,1
535,2,-92.163,18.473,134.728,0.000,0.000,0
536,3,-92.609,16.185,96.355,0.000,0.000,0
537,2,-95.837,0.000,0.000,0.134,0.000,0
538,2,-91.973,15.509,18.326,0.000,0.000,0
539,2,-91.058,16.754,40.034,0.000,0.000,0
540,3,-89.322,31.046,0.000,0.000,0.810,0
541,1,-92.099,6.187,33.008,0.000,0.000,0
542,1,-93.579,6.756,43.745,0.000,0.507,0
543,2,-91.936,19.918,171.815,0.000,0.994,0
544,1,-92.112,6.051,32.198,0.000,0.000,0
545,4,-87.029,41.734,0.000,0.000,0.808,0
546,3,-90.720,28.329,0.000,0.000,0.000,0
547,7,-92.032,18.053,175.259,0.000,0.000,0
548,3,-89.798,32.593,0.000,0.000,0.000,0
549,1,-91.903,8.285,82.629,0.000,0.000,0
550,1,-91.512,3.439,6.697,0.000,0.000,0
551,3,-88.794,32.106,0.000,0.000,0.389,0
552,5,-91.333,18.675,205.326,0.000,0.000,0
553,2,-91.154,20.637,204.978,0.000,0.000,0
554,2,-92.904,17.278,83.022,0.000,0.000,0
555,1,-92.694,4.563,18.684,0.000,0.000,0
556,3,-91.889,0.000,0.000,0.501,0.000,0
557,2,-94.206,0.000,0.000,1.000,0.000,0
558,1,0.000,0.000,0.000,0.000,0.000,0
559,5,98.548,52.823,0.000,0.000,0.000,1
560,4,-87.424,40.793,0.000,0.000,0.131,0
561,4,-86.360,42.626,0.000,0.000,0.000,0
562,2,-91.659,0.000,0.000,0.260,0.000,0
563,2,-92.129,19.376,166.343,0.000,0.000,0
564,4,-85.761,43.131,0.000,0.000,0.000,0
565,4,-89.749,0.000,0.000,0.322,0.000,0
566,2,-92.380,19.267,165.242,0.000,0.000,0
567,2,-90.642,17.380,62.658,0.000,0.000,0
568,1,-91.983,6.988,53.061,0.000,0.000,0
569,1,0.000,0.000,0.000,0.000,0.000,0
570,1,0.000,0.000,0.000,0.000,0.000,0
571,1,-92.324,4.698,19.322,0.000,0.000,0
572,2,-92.955,15.739,37.279,0.000,0.000,0
573,3,-90.675,0.000,0.000,0.000,0.000,0
574,3,-93.980,0.000,0.000,0.205,0.406,0
575,3,-92.370,27.691,0.000,0.000,0.771,0
576,3,-94.783,28.616,0.000,0.000,0.201,0
577,2,-93.215,15.641,37.014,0.000,0.000,0
578,4,-87.969,40.595,0.000,0.000,0.000,0
579,5,99.307,52.616,0.000,0.000,0.000,1
580,5,97.397,0.000,0.000,0.162,0.000,1
581,4,-87.214,41.312,0.000,0.000,0.719,0
582,1,-91.289,8.228,82.002,0.000,0.000,0
583,2,-91.868,0.000,0.000,0.287,0.000,0
584,1,-91.516,7.227,55.077,0.000,0.652,0
585,2,-94.121,19.308,165.652,0.000,0.040,0
586,2,-90.788,20.500,196.099,0.000,0.000,0
587,3,-89.512,29.187,0.000,0.000,0.496,0
588,2,-90.599,17.930,108.376,0.000,0.000,0
589,1,-91.038,6.935,52.620,0.000,0.000,0
590,6,-91.775,27.390,0.000,0.000,0.000,0
591,13,94.543,0.000,0.000,0.618,0.000,1
592,2,-92.591,16.079,38.196,0.000,0.000,0
593,5,97.358,0.000,0.000,0.392,0.000,1
594,2,-91.625,0.000,0.000,0.684,0.000,0
595,3,-89.515,31.182,0.000,0.000,0.000,0
596,3,-91.127,0.000,0.000,0.266,0.696,0
597,4,-86.957,41.283,0.000,0.000,0.000,0
598,2,-95.300,0.000,0.000,0.288,0.000,0
599,3,-91.135,32.404,0.000,0.000,0.000,0
600,10,95.588,42.953,0.000,0.000,0.000,1
601,4,-86.796,42.194,0.000,0.000,0.000,0
602,3,-94.379,28.898,0.000,0.000,0.000,0
603,4,96.585,44.842,0.000,0.000,0.000,1
604,4,-90.037,28.289,0.100,0.000,0.000,0
605,3,-90.939,29.226,0.000,0.000,0.483,0
606,2,-92.979,18.281,110.833,0.000,0.965,0
607,4,-88.563,43.011,0.000,0.000,0.000,0
608,3,-89.336,31.395,0.000,0.000,0.700,0
609,8,112.172,55.600,207.744,0.000,0.000,1
610,1,-91.784,6.769,51.216,0.000,0.000,0
611,3,-92.223,30.797,0.000,0.000,0.000,0
612,2,-92.394,19.235,141.229,0.000,0.000,0
613,2,-91.311,19.699,169.594,0.000,0.077,0
614,2,-91.360,15.524,18.346,0.000,0.000,0
615,4,-86.839,42.414,0.000,0.000,0.000,0
616,1,0.000,0.000,0.000,0.000,0.000,0
617,3,-89.561,30.514,0.000,0.000,0.250,0
618,2,-92.836,20.180,224.847,0.000,0.000,0
619,3,-89.699,30.334,0.000,0.000,0.000,0
620,2,-92.070,20.974,201.624,0.000,0.000,0
621,2,-91.213,20.077,223.487,0.000,0.000,0
622,1,0.000,0.000,0.000,0.000,0.000,0
623,1,0.000,0.000,0.000,0.000,0.000,0
624,4,-87.475,0.000,0.000,0.038,0.972,0
625,2,-91.386,19.736,194.454,0.000,0.000,0
626,4,-89.443,40.178,0.000,0.000,0.000,0
627,4,-88.327,41.616,0.000,0.000,0.000,0
628,1,0.000,0.000,0.000,0.000,0.000,0
629,2,-91.467,16.173,38.450,0.000,0.000,0
630,2,-91.914,17.962,108.599,0.000,0.154,0
631,3,-87.407,33.451,0.000,0.000,0.000,0
632,2,-91.864,17.339,83.354,0.000,0.000,0
633,1,-90.000,0.000,0.000,0.415,0.000,0
634,2,-91.457,15.743,18.640,0.000,0.726,0
635,3,-92.250,28.246,0.000,0.000,0.000,0
636,2,-90.977,18.229,110.470,0.000,0.000,0
637,2,-93.088,19.634,193.273,0.000,0.856,0
638,1,-91.457,8.311,82.920,0.000,0.000,0
639,1,0.000,0.000,0.000,0.000,0.000,0
640,6,91.228,31.125,0.000,0.000,0.000,1
641,3,-90.715,29.060,0.000,0.000,0.000,0
642,2,-92.244,17.203,61.921,0.000,0.000,0
643,4,94.551,45.526,0.000,0.000,0.000,1
644,2,-92.893,18.069,87.419,0.000,0.503,0
645,2,-90.991,19.583,168.420,0.000,0.000,0
646,1,-91.236,6.055,38.713,0.000,0.271,0
647,3,-88.888,31.523,0.000,0.000,0.000,0
648,1,-92.066,7.556,74.637,0.000,0.000,0
649,3,-95.471,30.120,0.000,0.000,0.979,0
650,4,-86.979,42.329,0.000,0.000,0.000,0
651,2,-92.284,0.000,0.000,0.236,0.000,0
652,3,-90.329,28.659,0.000,0.000,0.000,0
653,1,-92.508,8.300,82.795,0.000,0.000,0
654,2,-92.540,16.872,80.786,0.000,0.000,0
655,2,-93.539,17.375,83.557,0.000,0.000,0
656,7,-84.820,0.000,0.000,0.706,0.285,0
657,2,-91.522,18.244,132.793,0.000,0.000,0
658,2,-90.764,19.868,195.993,0.000,0.000,0
659,5,-80.237,53.747,0.000,0.000,0.000,0
660,2,-92.283,18.678,113.637,0.000,0.000,0
661,5,99.143,53.072,0.000,0.000,0.000,1
662,2,-92.272,17.557,84.563,0.000,0.779,0
663,2,-91.330,18.613,135.917,0.000,0.000,0
664,3,-90.418,30.459,0.000,0.000,0.964,0
665,3,-89.797,28.688,0.000,0.000,0.000,0
666,4,-85.903,44.178,0.000,0.000,0.000,0
667,2,-93.288,16.204,19.263,0.000,0.059,0
668,1,0.000,0.000,0.000,0.000,0.000,0
669,6,-92.865,16.185,96.355,0.000,0.000,0
670,2,-91.461,18.415,111.775,0.000,0.000,0
671,7,95.256,41.085,0.000,0.000,0.000,1
672,5,-92.258,51.703,0.000,0.000,0.000,0
673,17,-95.384,0.000,0.100,0.000,0.489,0
674,2,-92.472,16.147,19.185,0.000,0.000,0
675,2,-91.207,20.836,200.015,0.000,0.000,0
676,3,-88.464,32.291,0.000,0.000,0.000,0
677,1,-90.949,7.291,63.669,0.000,0.000,0
678,2,-92.314,19.370,142.392,0.000,0.000,0
679,3,-89.245,32.459,0.000,0.000,0.683,0
680,1,0.000,0.000,0.000,0.000,0.000,0
681,1,-90.000,0.000,0.000,0.996,0.000,0
682,4,-89.107,40.333,0.000,0.000,0.000,0
683,4,-86.265,41.694,0.000,0.000,0.000,0
684,2,-91.171,16.019,19.012,0.000,0.000,0
685,1,0.000,0.000,0.000,0.000,0.000,0
686,3,-90.310,28.274,0.000,0.000,0.024,0
687,4,95.251,46.006,0.000,0.000,0.000,1
688,11,-92.821,18.053,175.259,0.000,0.900,0
689,3,-91.650,27.791,0.000,0.000,0.000,0
690,5,97.658,52.846,0.000,0.000,0.000,1
691,3,-88.386,31.798,0.000,0.000,0.000,0
692,1,-92.593,3.905,11.687,0.000,0.000,0
693,2,-91.209,20.337,194.208,0.000,0.873,0
694,4,-87.151,40.749,0.000,0.000,0.559,0
695,3,-89.925,0.000,0.000,0.264,0.150,0
696,7,-91.521,16.808,120.820,0.000,0.459,0
697,3,-90.768,28.634,0.000,0.000,0.000,0
698,1,-92.804,7.482,57.241,0.000,0.000,0
699,1,-90.453,6.579,42.476,0.000,0.041,0
700,3,-88.590,31.131,0.000,0.000,0.000,0
701,3,-88.674,32.001,0.000,0.000,0.148,0
702,2,-91.481,17.371,62.620,0.000,0.613,0
703,1,-93.183,8.016,79.670,0.000,0.000,0
704,3,-89.319,31.054,0.000,0.000,0.392,0
705,1,-93.705,6.511,41.980,0.000,0.000,0
706,1,-91.688,6.732,50.907,0.000,0.000,0
707,2,-91.790,15.831,18.758,0.000,0.000,0
708,5,97.741,52.142,0.000,0.000,0.000,1
709,1,-90.950,2.998,2.833,0.000,0.000,0
710,3,-89.705,30.017,0.000,0.000,0.000,0
711,7,-88.648,16.185,96.355,0.000,0.000,0
712,2,-92.183,15.363,18.130,0.000,0.230,0
713,1,0.000,0.000,0.000,0.000,0.000,0
714,5,99.792,53.435,0.000,0.000,0.000,1
715,3,-90.792,0.000,0.000,0.124,0.501,0
716,1,-93.696,7.222,63.002,0.000,0.000,0
717,3,-90.914,27.941,0.000,0.000,0.000,0
718,2,-92.216,18.616,113.199,0.000,0.395,0
719,1,0.000,0.000,0.000,0.000,0.000,0
720,2,-91.952,19.367,166.248,0.000,0.000,0
721,2,-92.549,19.041,162.983,0.000,0.000,0
722,2,-90.343,19.415,190.746,0.000,0.000,0
723,5,97.070,52.411,0.000,0.000,0.000,1
724,2,-91.579,18.326,133.484,0.000,0.000,0
725,4,-87.383,41.807,0.000,0.000,0.000,0
726,2,-90.337,19.820,195.428,0.000,0.000,0
727,1,-92.838,6.797,44.045,0.000,0.000,0
728,2,-92.265,16.455,39.217,0.000,0.000,0
729,4,-87.376,0.000,0.000,0.798,0.000,0
730,2,-91.677,0.000,0.000,0.529,0.000,0
731,5,-90.704,0.000,0.000,0.702,0.000,0
732,2,-92.154,17.114,82.117,0.000,0.933,0
733,1,-91.220,8.070,80.264,0.000,0.000,0
734,1,-94.402,5.082,31.781,0.000,0.000,0
735,1,0.000,0.000,0.000,0.000,0.000,0
736,2,-91.390,16.798,60.253,0.000,0.000,0
737,2,-91.802,15.965,37.887,0.000,0.000,0
738,1,-92.428,6.926,44.973,0.000,0.730,0
739,3,-92.931,0.000,0.000,0.246,0.000,0
740,2,-91.390,19.779,170.405,0.000,0.000,0
741,5,97.331,0.000,0.000,0.124,0.000,1
742,1,0.000,0.000,0.000,0.000,0.000,0
743,1,0.000,0.000,0.000,0.000,0.000,0
744,5,96.710,51.853,0.000,0.000,0.000,1
745,2,-92.083,17.806,85.953,0.000,0.000,0
746,3,-90.567,31.321,0.000,0.000,0.000,0
747,1,-91.855,4.405,13.442,0.000,0.715,0
748,1,-91.300,7.889,78.280,0.000,0.000,0
749,1,0.000,0.000,0.000,0.000,0.000,0
750,1,-91.518,7.793,68.533,0.000,0.000,0
751,3,-90.379,28.368,0.000,0.000,0.006,0
752,3,-90.447,29.809,0.000,0.000,0.000,0
753,1,-91.410,6.647,50.193,0.000,0.170,0
754,4,-87.652,41.417,0.000,0.000,0.000,0
755,2,-92.860,18.994,139.168,0.000,0.017,0
756,7,-90.137,17.430,147.106,0.000,0.000,0
757,3,-93.844,32.248,0.000,0.000,0.026,0
758,2,-92.039,19.025,162.818,0.000,0.000,0
759,2,-92.275,0.000,0.000,0.701,0.000,0
760,4,95.692,43.660,0.000,0.000,0.000,1
761,2,-90.993,0.000,0.000,0.099,0.000,0
762,3,-89.620,30.016,0.000,0.000,0.000,0
763,1,-91.820,5.464,28.708,0.000,0.000,0
764,2,-92.963,19.357,142.276,0.000,0.000,0
765,1,-92.150,6.744,51.010,0.000,0.000,0
766,1,-93.030,4.768,19.652,0.000,0.000,0
767,1,-91.938,6.109,39.097,0.000,0.000,0
768,2,-93.139,17.334,83.331,0.000,0.000,0
769,4,-87.641,0.000,0.000,0.084,0.000,0
770,2,-92.266,19.241,164.982,0.000,0.913,0
771,1,-93.189,5.282,22.080,0.000,0.000,0
772,8,-85.149,0.000,0.000,0.582,0.150,0
773,1,-91.560,6.913,60.016,0.000,0.000,0
774,2,-92.479,18.143,87.835,0.000,0.000,0
775,4,-85.677,43.171,0.000,0.000,0.252,0
776,4,-89.359,41.406,0.000,0.000,0.825,0
777,3,-88.089,33.305,0.000,0.000,0.665,0
778,1,0.000,0.000,0.000,0.000,0.000,0
779,8,-91.953,0.000,0.000,0.748,0.852,0
780,5,95.840,52.322,0.000,0.000,0.000,1
781,3,-90.806,27.833,0.000,0.000,0.000,0
782,2,-92.017,18.742,160.000,0.000,0.000,0
783,9,-84.247,18.675,205.326,0.000,0.000,0
784,3,-94.093,28.711,0.000,0.000,0.805,0
785,2,-90.893,19.400,142.654,0.000,0.000,0
786,2,-93.437,0.000,0.000,0.154,0.000,0
787,1,0.000,0.000,0.000,0.000,0.000,0
788,2,-92.058,15.363,18.130,0.000,0.230,0
789,3,-96.808,28.173,0.000,0.000,0.000,0
790,3,-88.970,31.676,0.000,0.000,0.000,0
791,2,-89.766,0.000,0.000,0.113,0.000,0
792,3,-89.492,0.000,0.000,0.559,0.000,0
793,5,-84.925,52.190,0.000,0.000,0.000,0
794,1,-91.358,6.778,51.291,0.000,0.000,0
795,3,-90.316,27.753,0.000,0.000,0.000,0
796,3,-88.930,31.604,0.000,0.000,0.000,0
797,2,-94.224,19.542,168.008,0.000,0.000,0
798,3,-90.733,33.154,0.000,0.000,0.552,0
799,10,-90.094,26.145,0.000,0.000,0.000,0
800,1,0.000,0.000,0.000,0.000,0.000,0
801,3,-90.813,29.836,0.000,0.000,0.000,0
802,2,-96.258,19.037,139.531,0.000,0.000,0
803,2,-91.253,17.145,82.283,0.000,0.000,0
804,7,-73.282,55.600,138.496,0.000,0.000,0
805,1,-91.879,7.956,79.014,0.000,0.000,0
806,1,-91.420,8.311,82.920,0.000,0.000,0
807,1,-92.003,8.568,85.757,0.000,0.000,0
808,1,-91.773,2.968,5.603,0.000,0.000,0
809,1,-91.539,8.392,83.811,0.000,0.000,0
810,7,95.162,28.635,0.000,0.000,0.000,1
811,3,-89.616,30.035,0.000,0.000,0.000,0
812,3,-91.231,0.000,0.000,0.607,0.000,0
813,1,-91.091,8.101,71.540,0.000,0.000,0
814,2,-91.473,17.303,62.339,0.000,0.000,0
815,4,-90.440,0.000,0.000,0.678,0.000,0
816,1,-91.605,8.655,86.720,0.000,0.000,0
817,10,-95.049,0.000,0.000,0.157,0.945,0
818,2,-91.012,16.215,19.278,0.000,0.000,0
819,4,-86.666,0.000,0.000,0.107,0.000,0
820,1,0.000,0.000,0.000,0.000,0.000,0
821,3,-92.090,28.547,0.000,0.000,0.000,0
822,4,-86.302,42.786,0.000,0.000,0.584,0
823,4,-86.893,41.068,0.000,0.000,0.875,0
824,2,-91.307,19.272,141.546,0.000,0.000,0
825,3,-92.535,0.000,0.000,0.205,0.000,0
826,2,-91.074,19.583,168.420,0.000,0.000,0
827,5,98.180,52.633,0.000,0.000,0.000,1
828,2,-91.404,18.226,110.447,0.000,0.003,0
829,4,-88.167,0.000,0.000,0.229,0.000,0
830,1,0.000,0.000,0.000,0.000,0.000,0
831,1,0.000,0.000,0.000,0.000,0.000,0
832,3,-97.040,29.991,0.000,0.000,0.000,0
833,4,-87.635,0.000,0.000,0.146,0.490,0
834,2,-92.605,18.070,87.429,0.000,0.000,0
835,5,-82.487,52.043,0.000,0.000,0.000,0
836,2,-90.804,19.254,165.108,0.000,0.000,0
837,2,-92.624,19.925,196.649,0.000,0.100,0
838,3,-90.390,32.778,0.000,0.000,0.885,0
839,2,-93.411,17.876,86.344,0.000,0.000,0
840,4,-90.801,0.000,0.000,0.410,0.777,0
841,2,-91.469,15.001,17.647,0.000,0.000,0
842,3,-89.282,31.554,0.000,0.000,0.000,0
843,2,-91.614,18.489,112.299,0.000,0.016,0
844,2,-92.220,18.305,111.002,0.000,0.000,0
845,2,-91.038,18.693,136.596,0.000,0.000,0
846,1,-92.358,8.577,85.848,0.000,0.000,0
847,4,-86.190,43.217,0.000,0.000,0.000,0
848,2,-91.788,16.436,58.771,0.000,0.000,0
849,2,-92.892,16.817,60.331,0.000,0.000,0
850,4,-87.960,41.176,0.000,0.000,0.250,0
851,1,-90.948,7.890,78.292,0.000,0.000,0
852,3,-91.395,31.647,0.000,0.000,0.000,0
853,2,-91.824,16.448,39.197,0.000,0.979,0
854,1,-91.906,6.310,47.367,0.000,0.000,0
855,3,-88.008,32.914,0.000,0.000,0.859,0
856,4,-90.296,0.000,0.000,0.558,1.000,0
857,2,-95.534,17.963,86.830,0.000,0.000,0
858,3,-92.247,29.551,0.000,0.000,0.000,0
859,3,-89.839,31.084,0.000,0.000,0.000,0
860,2,-90.988,17.153,82.330,0.000,0.000,0
861,2,-92.199,18.033,109.092,0.000,0.000,0
862,2,-90.620,18.571,112.883,0.000,0.000,0
863,3,-88.839,31.378,0.000,0.000,0.000,0
864,3,-91.006,29.385,0.000,0.000,0.000,0
865,2,-91.580,19.443,191.075,0.000,0.000,0
866,2,-91.763,17.094,82.006,0.000,0.000,0
867,4,-86.939,41.174,0.000,0.000,0.000,0
868,4,-87.497,40.260,0.000,0.000,0.000,0
869,5,-84.779,52.621,0.000,0.000,0.000,0
870,2,-91.215,18.753,114.168,0.000,0.000,0
871,6,95.704,42.953,0.000,0.000,0.000,1
872,1,0.000,0.000,0.000,0.000,0.000,0
873,2,-92.637,18.173,110.074,0.000,0.000,0
874,1,-91.847,8.532,85.352,0.000,0.004,0
875,5,-91.640,16.185,96.355,0.000,0.842,0
876,1,-93.274,7.072,53.772,0.000,0.488,0
877,3,-95.055,0.000,0.000,0.718,0.981,0
878,1,-90.808,2.315,2.043,0.000,0.000,0
879,4,96.720,44.607,0.000,0.000,0.000,1
880,2,-91.256,21.056,202.582,0.000,0.000,0
881,3,-89.445,32.641,0.000,0.000,0.000,0
882,2,-90.603,21.057,202.596,0.000,0.000,0
883,3,-89.690,29.563,0.000,0.000,0.000,0
884,3,-91.686,0.000,0.000,0.151,0.029,0
885,3,-90.653,0.000,0.000,0.734,0.000,0
886,2,-91.126,20.568,204.164,0.000,0.000,0
887,4,-87.168,42.979,0.000,0.000,0.000,0
888,1,-92.699,5.120,21.313,0.000,0.000,0
889,2,-90.397,20.741,198.899,0.000,0.000,0
890,2,-92.359,19.316,165.739,0.000,0.569,0
891,5,-90.811,0.000,0.000,0.105,0.877,0
892,1,0.000,0.000,0.000,0.000,0.000,0
893,1,-92.873,7.618,75.318,0.000,0.000,0
894,1,-91.967,7.010,60.949,0.000,0.000,0
895,2,-95.925,15.717,37.218,0.000,0.000,0
896,1,0.000,0.000,0.000,0.000,0.000,0
897,1,-91.552,7.840,77.743,0.000,0.000,0
898,4,-88.603,40.260,0.000,0.000,0.000,0
899,3,-89.418,30.549,0.000,0.000,0.000,0
900,2,-90.917,18.452,112.041,0.000,0.000,0
901,2,-92.565,19.026,139.437,0.000,0.000,0
902,1,-93.248,5.850,30.999,0.000,0.000,0
903,3,-92.654,28.930,0.000,0.000,0.000,0
904,6,-89.981,0.000,0.000,0.450,0.000,0
905,5,97.593,52.417,0.000,0.000,0.000,1
906,2,-93.266,18.513,112.471,0.000,0.005,0
907,3,-87.913,32.997,0.000,0.000,0.900,0
908,3,-91.051,27.516,0.000,0.000,0.000,0
909,1,0.000,0.000,0.000,0.000,0.000,0
910,7,90.398,28.635,0.000,0.000,0.000,1
911,4,-88.456,0.000,0.000,0.441,0.000,0
912,3,-89.334,31.839,0.000,0.000,0.000,0
913,2,-91.795,16.756,40.039,0.000,0.763,0
914,4,94.807,45.243,0.000,0.000,0.000,1
915,2,-92.372,17.842,107.759,0.000,0.000,0
916,1,-92.087,5.136,26.762,0.000,0.000,0
917,1,-91.472,7.947,70.034,0.000,0.000,0
918,2,-91.258,16.686,39.847,0.000,0.000,0
919,2,-91.341,16.935,81.129,0.000,0.815,0
920,1,-92.303,3.626,10.706,0.000,0.691,0
921,4,-88.121,42.348,0.000,0.000,0.828,0
922,2,-91.855,17.363,83.488,0.000,0.000,0
923,4,-87.598,42.153,0.000,0.000,0.000,0
924,2,-91.850,0.000,0.000,0.303,0.113,0
925,5,-80.457,53.410,0.000,0.000,0.000,0
926,2,-91.319,19.269,141.525,0.000,0.000,0
927,2,-89.814,0.000,0.000,0.604,0.000,0
928,1,0.000,0.000,0.000,0.000,0.000,0
929,5,97.637,51.736,0.000,0.000,0.000,1
930,3,-90.394,29.230,0.000,0.000,0.000,0
931,5,95.425,52.421,0.000,0.000,0.000,1
932,2,-91.489,15.548,18.378,0.000,0.000,0
933,2,-91.483,16.179,38.466,0.000,0.000,0
934,3,-90.583,30.431,0.000,0.000,0.911,0
935,4,-85.564,43.455,0.000,0.000,0.000,0
936,1,-92.875,5.272,22.031,0.000,0.000,0
937,2,-92.488,0.000,0.000,0.581,0.000,0
938,4,-88.586,42.407,0.000,0.000,0.047,0
939,2,-93.261,18.487,157.472,0.000,0.000,0
940,2,-92.757,17.553,105.746,0.000,0.000,0
941,3,-89.575,30.230,0.000,0.000,0.000,0
942,5,-82.863,52.136,0.000,0.000,0.000,0
943,4,94.269,45.429,0.000,0.000,0.000,1
944,4,-84.948,43.476,0.000,0.000,0.000,0
945,2,-90.868,15.297,18.042,0.000,0.293,0
946,4,95.447,44.417,0.000,0.000,0.000,1
947,4,-85.026,44.071,0.000,0.000,0.000,0
948,5,-90.499,0.000,0.000,0.114,0.826,0
949,3,-99.549,30.212,0.000,0.000,0.000,0
950,5,-80.311,53.682,0.000,0.000,0.000,0
951,1,0.000,0.000,0.000,0.000,0.000,0
952,1,0.000,0.000,0.000,0.000,0.000,0
953,9,-90.547,18.675,205.326,0.000,0.034,0
954,2,-93.478,17.866,86.287,0.000,0.000,0
955,3,-88.718,30.763,0.000,0.000,0.440,0
956,1,-91.344,6.334,47.565,0.000,0.000,0
957,1,-92.192,6.744,51.010,0.000,0.000,0
958,1,0.000,0.000,0.000,0.000,0.000,0
959,3,-90.400,0.000,0.000,0.715,0.243,0
960,3,-90.571,0.000,0.000,0.727,0.122,0
961,2,-90.607,21.001,201.947,0.000,0.000,0
962,2,-90.771,20.004,197.569,0.000,0.771,0
963,1,0.000,0.000,0.000,0.000,0.000,0
964,5,97.937,0.000,0.000,0.437,0.000,1
965,1,-94.605,5.016,36.592,0.000,0.000,0
966,5,-81.503,53.410,0.000,0.000,0.000,0
967,2,-92.906,18.033,109.092,0.000,0.354,0
968,1,-91.829,8.043,79.968,0.000,0.271,0
969,5,-83.274,52.747,0.000,0.000,0.995,0
970,4,-88.920,0.000,0.000,0.431,0.262,0
971,4,-87.791,0.000,0.000,0.000,0.504,0
972,4,-87.767,0.000,0.000,0.440,0.000,0
973,4,-87.230,39.951,0.000,0.000,0.813,0
974,1,0.000,0.000,0.000,0.000,0.000,0
975,1,-90.094,3.335,3.226,0.000,0.148,0
976,2,-91.380,18.016,108.973,0.000,0.000,0
977,3,-88.270,32.001,0.000,0.000,0.000,0
978,1,-91.686,3.948,7.885,0.000,0.000,0
979,3,-90.670,28.262,0.000,0.000,0.000,0
980,1,-92.209,4.074,12.280,0.000,0.000,0
981,1,-93.799,7.183,62.622,0.000,0.000,0
982,2,-91.539,15.869,37.629,0.000,0.000,0
983,3,-87.978,32.205,0.000,0.000,0.000,0
984,2,-91.921,15.217,17.934,0.000,0.000,0
985,3,-89.782,30.167,0.000,0.000,0.000,0
986,4,94.599,43.443,0.000,0.000,0.000,1
987,1,-91.341,7.171,62.502,0.000,0.000,0
988,1,0.000,0.000,0.000,0.000,0.000,0
989,10,91.643,27.390,0.000,0.000,0.000,1
990,1,0.000,0.000,0.000,0.000,0.000,0
991,3,-88.168,32.535,0.000,0.000,0.000,0
992,5,100.719,53.747,0.000,0.000,0.000,1
993,2,-94.994,16.195,38.510,0.000,0.000,0
994,1,-92.311,7.084,53.869,0.000,0.000,0
995,2,-93.793,18.816,137.642,0.000,0.000,0
996,8,97.699,42.953,0.000,0.000,0.000,1
997,2,-91.625,17.412,83.762,0.000,0.093,0
998,1,0.000,0.000,0.000,0.000,0.000,0
999,3,-88.399,30.930,0.000,0.000,0.000,0
1000,2,-90.229,20.916,200.947,0.000,0.105,0
1001,3,-89.275,32.481,0.000,0.000,0.000,0
1002,2,-92.625,21.068,202.723,0.000,0.000,0
1003,5,-83.637,0.000,0.000,0.356,0.000,0
1004,1,-90.000,0.000,0.000,0.392,0.000,0
1005,4,-87.303,41.175,0.000,0.000,0.740,0
1006,2,-90.776,18.832,137.778,0.000,0.997,0
1007,1,0.000,0.000,0.000,0.000,0.000,0
1008,3,-97.004,30.121,0.000,0.000,0.000,0
1009,2,-92.888,18.581,112.949,0.000,0.000,0
1010,2,-91.053,18.778,114.344,0.000,0.000,0
1011,2,-92.520,19.982,222.242,0.000,0.000,0
1012,1,-92.014,4.886,15.142,0.000,0.000,0
1013,1,-91.130,3.155,3.016,0.000,0.000,0
1014,3,-91.292,29.332,0.000,0.000,0.000,0
1015,1,0.000,0.000,0.000,0.000,0.000,0
1016,2,-93.084,20.550,196.681,0.000,0.000,0
1017,1,0.000,0.000,0.000,0.000,0.000,0
1018,2,-91.099,0.000,0.000,0.335,0.000,0
1019,10,-92.693,0.000,0.000,0.507,0.000,0
1020,1,0.000,0.000,0.000,0.000,0.000,0
1021,1,-90.642,4.870,20.130,0.000,0.188,0
1022,1,0.000,0.000,0.000,0.000,0.000,0
1023,5,97.818,0.000,0.000,0.755,0.000,1
1024,2,-93.066,17.438,83.906,0.000,0.000,0
1025,2,-92.910,17.762,107.200,0.000,0.015,0
1026,4,-88.708,0.000,0.000,0.005,0.000,0
1027,1,-92.349,5.810,30.762,0.000,0.000,0
1028,2,-91.686,20.121,224.067,0.000,0.000,0
1029,4,-89.250,0.000,0.000,0.029,0.000,0
1030,4,-86.751,41.698,0.000,0.000,0.000,0
1031,5,98.731,53.150,0.000,0.000,0.000,1
1032,1,-91.811,6.477,48.767,0.000,0.000,0
1033,1,-91.936,4.256,8.607,0.000,0.000,0
1034,5,97.056,52.568,0.000,0.000,0.000,1
1035,1,-92.489,8.285,82.628,0.000,0.000,0
1036,1,-91.969,3.857,11.516,0.000,0.000,0
1037,2,-91.859,16.933,81.120,0.000,0.144,0
