Episode,Steps,Reward,AvgSpeed,Energy,Success
734,4,-90.77,33.20,0.00,0
735,9,-91.55,33.20,0.00,0
736,2,-90.58,20.75,0.00,0
737,5,-92.71,0.00,0.00,0
738,3,-90.85,18.57,92.94,0
739,2,-90.31,42.91,0.00,0
740,3,-90.45,0.00,0.00,0
741,6,-91.58,29.05,-34.34,0
742,11,-92.56,50.85,0.00,0
743,4,-91.40,19.40,0.00,0
744,3,-90.88,33.05,0.00,0
745,3,-91.30,16.38,94.50,0
746,4,-90.85,31.39,37.55,0
747,200,-37.72,0.00,1.00,0
748,1,-90.00,0.00,0.00,0
749,3,-91.24,45.96,0.00,0
750,8,88.33,36.13,-45.78,1
751,2,-90.71,29.05,0.00,0
752,3,-91.44,33.20,0.00,0
753,200,-43.11,0.00,1.00,0
754,15,-92.05,37.35,0.00,0
755,13,-94.34,20.75,0.00,0
756,2,-91.21,29.05,0.00,0
757,4,-91.01,19.01,0.00,0
758,10,-93.34,15.13,110.10,0
759,18,85.52,37.79,0.00,1
760,4,-91.12,22.93,0.00,0
761,2,-90.17,0.00,0.00,0
762,10,-93.11,29.05,0.00,0
763,4,-90.86,48.09,-34.34,0
764,12,-92.63,8.30,0.00,0
765,15,-94.14,44.32,0.00,0
766,10,-91.68,13.43,0.00,0
767,1,-90.33,10.87,55.82,0
768,6,-90.89,0.00,0.00,0
769,200,-38.59,0.00,1.00,0
770,200,-46.78,0.00,1.00,0
771,9,87.69,33.20,0.00,1
772,6,-91.57,48.69,0.00,0
773,5,-91.22,15.57,85.63,0
774,4,-91.08,19.94,0.00,0
775,6,-91.64,27.90,0.00,0
776,2,-91.24,20.39,77.52,0
777,6,-91.30,26.20,0.00,0
778,11,-92.98,18.27,89.79,0
779,2,-90.91,8.85,37.72,0
780,8,-91.88,50.19,0.00,0
781,9,-92.38,13.47,0.00,0
782,9,88.05,7.80,29.26,1
783,12,86.14,0.00,0.00,1
784,200,-43.54,0.00,1.00,0
785,200,-45.54,0.00,1.00,0
786,2,-90.75,47.90,0.00,0
787,5,-90.88,35.54,0.00,0
788,4,-91.52,51.34,0.00,0
789,15,-93.90,34.18,-2.59,0
790,3,-91.05,55.60,115.41,0
791,2,-90.61,23.39,-22.89,0
792,4,-91.20,16.60,0.00,0
793,1,-90.30,5.89,16.64,0
794,2,-90.84,23.27,79.86,0
795,3,-90.51,0.00,0.00,0
796,4,-91.15,0.00,0.00,0
797,1,-90.00,0.00,0.00,0
798,4,88.64,46.45,-34.34,1
799,2,-90.88,25.96,-22.89,0
800,4,-90.55,0.00,0.00,0
801,1,-90.00,0.00,0.00,0
802,4,-91.36,28.63,0.00,0
803,2,-90.97,12.45,0.00,0
804,5,-91.46,29.05,0.00,0
805,1,-90.00,0.00,0.00,0
806,1,-90.01,29.05,0.00,0
807,1,-90.00,0.00,0.00,0
808,5,88.56,49.42,0.00,1
809,5,-91.19,9.01,38.07,0
810,200,-41.26,0.00,1.00,0
811,6,-92.10,30.54,-22.89,0
812,3,-92.75,32.93,214.87,0
813,3,-90.96,44.07,-11.45,0
814,10,-92.74,24.72,89.76,0
815,1,-90.27,37.35,0.00,0
816,20,-95.85,33.20,0.00,0
817,5,-91.38,49.96,0.00,0
818,19,85.40,44.14,0.00,1
819,11,86.24,27.80,-57.23,1
820,9,87.17,55.60,69.25,1
821,5,87.66,55.60,23.08,1
822,200,-40.96,0.00,1.00,0
823,4,-90.97,27.79,0.00,0
824,6,-92.03,12.73,46.28,0
825,6,88.20,27.99,-57.23,1
826,2,-90.72,24.90,0.00,0
827,3,-91.15,11.16,59.00,0
828,200,-47.30,0.00,1.00,0
829,5,-91.29,53.03,-11.45,0
830,3,-91.14,39.77,0.00,0
831,2,-90.52,40.91,8.86,0
832,1,-90.00,0.00,0.00,0
833,7,-91.69,24.90,0.00,0
834,1,-90.01,24.90,0.00,0
835,1,-90.00,0.00,0.00,0
836,2,-90.42,4.35,8.83,0
837,10,-91.61,24.90,0.00,0
838,4,-91.24,22.68,0.00,0
839,18,-93.68,0.00,0.00,0
840,3,-91.46,14.68,-22.55,0
841,15,-93.16,24.90,0.00,0
842,14,-92.92,47.79,0.00,0
843,1,-90.28,27.58,0.00,0
844,1,-90.06,20.81,0.00,0
845,10,88.62,53.49,0.00,1
846,5,-91.94,29.05,0.00,0
847,6,-92.02,0.00,0.00,0
848,3,-90.94,40.94,0.00,0
849,9,-91.30,29.20,0.00,0
850,6,87.53,44.48,-22.89,1
851,4,-91.59,20.64,69.08,0
852,13,86.90,54.15,0.00,1
853,7,-91.48,9.30,0.00,0
854,1,-90.00,0.00,0.00,0
855,8,-92.01,29.42,-91.56,0
856,4,-91.54,25.55,34.29,0
857,200,-41.77,0.00,1.00,0
858,13,-93.89,0.00,0.00,0
859,13,-92.36,0.00,0.00,0
860,6,-91.92,38.78,-34.34,0
861,6,88.13,53.81,0.00,1
862,2,-91.21,15.89,-11.45,0
863,15,-93.16,0.00,0.00,0
864,5,-91.54,25.10,-11.45,0
865,6,-91.57,25.30,83.98,0
866,1,-90.19,33.41,0.00,0
867,3,-90.75,25.37,-68.67,0
868,4,-90.38,0.00,0.00,0
869,1,-90.40,12.45,0.00,0
870,13,-92.64,4.15,0.00,0
871,2,-90.47,24.34,0.00,0
872,4,-90.59,0.00,0.00,0
873,6,87.39,39.14,-22.89,1
874,3,-90.95,35.27,0.00,0
875,12,88.15,51.36,-19.29,1
876,2,-90.68,24.30,-57.23,0
877,200,-39.69,0.00,1.00,0
878,200,-43.55,0.00,1.00,0
879,4,-90.81,24.90,0.00,0
880,2,-91.12,22.84,76.82,0
881,2,-90.83,12.95,-44.34,0
882,1,-90.49,7.01,23.84,0
883,5,-91.98,10.82,0.00,0
884,200,-39.83,0.00,1.00,0
885,11,-91.02,29.05,0.00,0
886,1,-90.04,24.70,0.00,0
887,10,-92.83,41.14,-11.45,0
888,8,-91.69,44.32,0.00,0
889,3,-90.70,21.92,0.00,0
890,6,-91.20,33.38,0.00,0
891,9,-91.36,9.80,41.98,0
892,7,88.03,55.60,69.25,1
893,9,-92.03,48.55,0.00,0
894,1,-90.00,0.00,0.00,0
895,6,-91.50,0.00,0.00,0
896,4,-91.40,16.60,0.00,0
897,4,-91.36,33.36,-45.78,0
898,200,-44.32,0.00,1.00,0
899,8,-91.65,21.92,104.44,0
900,2,-90.43,54.19,0.00,0
901,2,-90.45,25.34,-22.89,0
902,8,-91.78,11.90,0.00,0
903,4,-92.31,13.79,-10.38,0
904,2,-90.75,20.56,78.88,0
905,2,-90.37,26.61,-22.89,0
906,15,-93.40,39.88,0.00,0
907,1,-90.00,0.00,0.00,0
908,5,-91.29,38.40,0.00,0
909,5,-92.14,24.90,0.00,0
910,4,-91.05,37.35,0.00,0
911,1,-90.02,29.05,0.00,0
912,2,-90.32,40.01,-18.00,0
913,4,-90.70,11.62,-99.69,0
914,4,-90.95,37.16,-45.78,0
915,11,-93.82,33.86,-22.89,0
916,5,-90.67,0.00,0.00,0
917,200,-42.58,0.00,1.00,0
918,5,-91.28,24.90,0.00,0
919,5,-91.91,16.36,-34.34,0
920,3,-90.80,47.45,0.00,0
921,14,86.84,12.87,78.91,1
922,200,-40.29,0.00,1.00,0
923,4,-91.15,29.05,0.00,0
924,1,-90.00,37.35,0.00,0
925,1,-90.52,13.72,89.88,0
926,2,-90.55,0.00,0.00,0
927,7,-91.69,20.73,0.00,0
928,1,-90.00,27.99,0.00,0
929,4,-91.36,34.34,-11.45,0
930,6,-91.29,41.11,16.38,0
931,10,-91.22,22.70,0.00,0
932,4,-91.11,29.73,-22.89,0
933,200,-40.12,0.00,1.00,0
